CUSTOMER,PRODUCT
4,apples
6,apples
10,apples
11,apples
12,apples
13,apples
14,apples
17,apples
20,apples
24,apples
26,apples
32,apples
37,apples
41,apples
46,apples
51,apples
59,apples
62,apples
64,apples
66,apples
67,apples
70,apples
71,apples
72,apples
73,apples
75,apples
78,apples
82,apples
83,apples
85,apples
87,apples
88,apples
93,apples
94,apples
99,apples
100,apples
105,apples
110,apples
112,apples
117,apples
117,apples
119,apples
121,apples
132,apples
134,apples
142,apples
144,apples
147,apples
151,apples
153,apples
154,apples
160,apples
161,apples
163,apples
177,apples
181,apples
182,apples
183,apples
186,apples
189,apples
191,apples
196,apples
202,apples
203,apples
206,apples
207,apples
210,apples
216,apples
217,apples
218,apples
219,apples
223,apples
225,apples
226,apples
229,apples
231,apples
233,apples
234,apples
235,apples
238,apples
239,apples
240,apples
241,apples
243,apples
244,apples
249,apples
251,apples
260,apples
262,apples
269,apples
270,apples
275,apples
277,apples
281,apples
282,apples
283,apples
286,apples
289,apples
290,apples
291,apples
296,apples
298,apples
301,apples
303,apples
305,apples
306,apples
311,apples
312,apples
313,apples
314,apples
315,apples
321,apples
330,apples
331,apples
336,apples
342,apples
343,apples
347,apples
354,apples
361,apples
363,apples
367,apples
375,apples
381,apples
384,apples
385,apples
390,apples
392,apples
397,apples
404,apples
405,apples
406,apples
409,apples
410,apples
414,apples
419,apples
420,apples
423,apples
426,apples
427,apples
429,apples
432,apples
436,apples
443,apples
446,apples
448,apples
454,apples
456,apples
461,apples
462,apples
464,apples
472,apples
474,apples
481,apples
482,apples
485,apples
487,apples
492,apples
493,apples
497,apples
499,apples
501,apples
502,apples
503,apples
506,apples
511,apples
512,apples
524,apples
526,apples
528,apples
534,apples
542,apples
546,apples
547,apples
550,apples
556,apples
557,apples
565,apples
566,apples
575,apples
576,apples
582,apples
583,apples
587,apples
588,apples
589,apples
592,apples
598,apples
601,apples
602,apples
603,apples
606,apples
612,apples
619,apples
622,apples
627,apples
632,apples
634,apples
635,apples
640,apples
641,apples
646,apples
649,apples
656,apples
657,apples
659,apples
660,apples
661,apples
662,apples
663,apples
664,apples
666,apples
669,apples
676,apples
678,apples
680,apples
681,apples
682,apples
686,apples
688,apples
691,apples
692,apples
693,apples
700,apples
702,apples
705,apples
714,apples
718,apples
732,apples
742,apples
743,apples
745,apples
746,apples
749,apples
752,apples
758,apples
762,apples
762,apples
763,apples
765,apples
766,apples
768,apples
771,apples
775,apples
776,apples
779,apples
788,apples
790,apples
794,apples
798,apples
800,apples
802,apples
810,apples
812,apples
815,apples
817,apples
818,apples
818,apples
821,apples
823,apples
823,apples
824,apples
826,apples
834,apples
836,apples
837,apples
837,apples
845,apples
846,apples
851,apples
856,apples
857,apples
859,apples
861,apples
865,apples
867,apples
868,apples
870,apples
873,apples
874,apples
880,apples
883,apples
889,apples
892,apples
893,apples
895,apples
901,apples
902,apples
903,apples
906,apples
907,apples
911,apples
912,apples
913,apples
915,apples
918,apples
921,apples
924,apples
926,apples
928,apples
935,apples
937,apples
940,apples
943,apples
945,apples
958,apples
962,apples
967,apples
971,apples
973,apples
977,apples
978,apples
984,apples
989,apples
991,apples
993,apples
994,apples
997,apples
1000,apples
2,artichok
11,artichok
15,artichok
16,artichok
21,artichok
22,artichok
28,artichok
34,artichok
36,artichok
38,artichok
39,artichok
40,artichok
47,artichok
49,artichok
53,artichok
60,artichok
61,artichok
63,artichok
78,artichok
80,artichok
81,artichok
84,artichok
87,artichok
89,artichok
91,artichok
95,artichok
104,artichok
108,artichok
120,artichok
121,artichok
124,artichok
130,artichok
134,artichok
139,artichok
140,artichok
143,artichok
144,artichok
146,artichok
149,artichok
153,artichok
156,artichok
157,artichok
159,artichok
161,artichok
162,artichok
165,artichok
169,artichok
170,artichok
172,artichok
184,artichok
186,artichok
192,artichok
193,artichok
197,artichok
201,artichok
205,artichok
208,artichok
211,artichok
212,artichok
213,artichok
214,artichok
217,artichok
225,artichok
229,artichok
230,artichok
232,artichok
234,artichok
235,artichok
236,artichok
237,artichok
238,artichok
244,artichok
245,artichok
248,artichok
251,artichok
252,artichok
253,artichok
255,artichok
256,artichok
258,artichok
260,artichok
262,artichok
267,artichok
271,artichok
273,artichok
282,artichok
282,artichok
285,artichok
294,artichok
296,artichok
298,artichok
299,artichok
306,artichok
319,artichok
328,artichok
329,artichok
336,artichok
353,artichok
355,artichok
356,artichok
357,artichok
358,artichok
360,artichok
362,artichok
369,artichok
376,artichok
377,artichok
378,artichok
379,artichok
385,artichok
393,artichok
395,artichok
400,artichok
406,artichok
407,artichok
408,artichok
412,artichok
413,artichok
416,artichok
422,artichok
424,artichok
427,artichok
428,artichok
430,artichok
433,artichok
437,artichok
440,artichok
443,artichok
445,artichok
447,artichok
450,artichok
451,artichok
453,artichok
456,artichok
457,artichok
459,artichok
465,artichok
469,artichok
469,artichok
473,artichok
475,artichok
477,artichok
479,artichok
493,artichok
495,artichok
496,artichok
497,artichok
503,artichok
507,artichok
508,artichok
509,artichok
512,artichok
521,artichok
522,artichok
525,artichok
527,artichok
529,artichok
530,artichok
531,artichok
532,artichok
535,artichok
536,artichok
538,artichok
540,artichok
547,artichok
549,artichok
551,artichok
552,artichok
557,artichok
561,artichok
563,artichok
564,artichok
572,artichok
574,artichok
578,artichok
587,artichok
593,artichok
597,artichok
602,artichok
612,artichok
613,artichok
621,artichok
625,artichok
628,artichok
629,artichok
635,artichok
638,artichok
639,artichok
641,artichok
642,artichok
643,artichok
644,artichok
649,artichok
652,artichok
655,artichok
656,artichok
658,artichok
660,artichok
665,artichok
667,artichok
673,artichok
678,artichok
682,artichok
689,artichok
689,artichok
690,artichok
693,artichok
696,artichok
697,artichok
699,artichok
701,artichok
704,artichok
705,artichok
706,artichok
708,artichok
709,artichok
712,artichok
712,artichok
715,artichok
716,artichok
721,artichok
725,artichok
727,artichok
730,artichok
732,artichok
737,artichok
738,artichok
744,artichok
746,artichok
751,artichok
753,artichok
756,artichok
758,artichok
766,artichok
766,artichok
767,artichok
773,artichok
774,artichok
778,artichok
779,artichok
780,artichok
784,artichok
785,artichok
787,artichok
796,artichok
801,artichok
803,artichok
804,artichok
807,artichok
811,artichok
813,artichok
815,artichok
819,artichok
823,artichok
828,artichok
829,artichok
830,artichok
833,artichok
837,artichok
838,artichok
839,artichok
843,artichok
848,artichok
850,artichok
853,artichok
855,artichok
857,artichok
860,artichok
862,artichok
869,artichok
872,artichok
875,artichok
877,artichok
884,artichok
885,artichok
886,artichok
889,artichok
890,artichok
891,artichok
894,artichok
896,artichok
897,artichok
898,artichok
906,artichok
914,artichok
916,artichok
917,artichok
918,artichok
919,artichok
921,artichok
929,artichok
936,artichok
939,artichok
942,artichok
946,artichok
949,artichok
953,artichok
963,artichok
963,artichok
964,artichok
967,artichok
970,artichok
975,artichok
977,artichok
979,artichok
980,artichok
981,artichok
992,artichok
993,artichok
994,artichok
996,artichok
2,avocado
4,avocado
10,avocado
11,avocado
13,avocado
16,avocado
21,avocado
27,avocado
32,avocado
34,avocado
36,avocado
38,avocado
46,avocado
49,avocado
50,avocado
51,avocado
52,avocado
53,avocado
54,avocado
57,avocado
57,avocado
61,avocado
63,avocado
64,avocado
66,avocado
68,avocado
70,avocado
72,avocado
73,avocado
74,avocado
78,avocado
80,avocado
81,avocado
84,avocado
89,avocado
91,avocado
100,avocado
104,avocado
108,avocado
109,avocado
110,avocado
112,avocado
115,avocado
120,avocado
121,avocado
124,avocado
129,avocado
130,avocado
131,avocado
134,avocado
139,avocado
140,avocado
141,avocado
143,avocado
144,avocado
146,avocado
149,avocado
152,avocado
154,avocado
156,avocado
157,avocado
161,avocado
162,avocado
163,avocado
164,avocado
165,avocado
169,avocado
170,avocado
172,avocado
177,avocado
177,avocado
182,avocado
184,avocado
186,avocado
192,avocado
193,avocado
201,avocado
203,avocado
204,avocado
205,avocado
207,avocado
208,avocado
210,avocado
211,avocado
212,avocado
213,avocado
217,avocado
219,avocado
230,avocado
231,avocado
232,avocado
234,avocado
235,avocado
236,avocado
237,avocado
238,avocado
240,avocado
241,avocado
244,avocado
248,avocado
252,avocado
253,avocado
255,avocado
258,avocado
259,avocado
259,avocado
260,avocado
262,avocado
266,avocado
267,avocado
270,avocado
271,avocado
273,avocado
275,avocado
281,avocado
285,avocado
287,avocado
288,avocado
293,avocado
294,avocado
296,avocado
298,avocado
299,avocado
301,avocado
312,avocado
318,avocado
319,avocado
321,avocado
325,avocado
329,avocado
336,avocado
340,avocado
347,avocado
353,avocado
355,avocado
356,avocado
358,avocado
360,avocado
362,avocado
363,avocado
367,avocado
369,avocado
376,avocado
377,avocado
378,avocado
379,avocado
381,avocado
383,avocado
384,avocado
385,avocado
387,avocado
389,avocado
392,avocado
393,avocado
395,avocado
397,avocado
400,avocado
404,avocado
406,avocado
408,avocado
410,avocado
412,avocado
413,avocado
416,avocado
417,avocado
424,avocado
426,avocado
428,avocado
430,avocado
431,avocado
433,avocado
437,avocado
438,avocado
440,avocado
443,avocado
445,avocado
447,avocado
449,avocado
453,avocado
456,avocado
457,avocado
462,avocado
464,avocado
465,avocado
472,avocado
477,avocado
479,avocado
482,avocado
485,avocado
486,avocado
492,avocado
495,avocado
497,avocado
498,avocado
503,avocado
506,avocado
508,avocado
509,avocado
511,avocado
512,avocado
513,avocado
523,avocado
524,avocado
525,avocado
526,avocado
527,avocado
528,avocado
529,avocado
534,avocado
536,avocado
538,avocado
540,avocado
549,avocado
551,avocado
552,avocado
556,avocado
559,avocado
561,avocado
564,avocado
565,avocado
566,avocado
570,avocado
571,avocado
572,avocado
576,avocado
583,avocado
587,avocado
589,avocado
592,avocado
593,avocado
598,avocado
610,avocado
612,avocado
613,avocado
619,avocado
628,avocado
629,avocado
634,avocado
635,avocado
638,avocado
639,avocado
641,avocado
642,avocado
646,avocado
649,avocado
651,avocado
655,avocado
657,avocado
658,avocado
665,avocado
666,avocado
667,avocado
673,avocado
677,avocado
678,avocado
679,avocado
680,avocado
686,avocado
690,avocado
691,avocado
692,avocado
693,avocado
696,avocado
700,avocado
701,avocado
702,avocado
703,avocado
705,avocado
706,avocado
708,avocado
709,avocado
715,avocado
721,avocado
722,avocado
724,avocado
725,avocado
726,avocado
726,avocado
730,avocado
732,avocado
737,avocado
738,avocado
744,avocado
746,avocado
748,avocado
751,avocado
754,avocado
755,avocado
766,avocado
767,avocado
768,avocado
769,avocado
771,avocado
773,avocado
775,avocado
778,avocado
780,avocado
784,avocado
787,avocado
796,avocado
798,avocado
799,avocado
801,avocado
803,avocado
804,avocado
807,avocado
810,avocado
811,avocado
812,avocado
815,avocado
819,avocado
822,avocado
823,avocado
824,avocado
828,avocado
829,avocado
837,avocado
838,avocado
839,avocado
843,avocado
845,avocado
850,avocado
856,avocado
861,avocado
862,avocado
868,avocado
869,avocado
877,avocado
884,avocado
885,avocado
889,avocado
890,avocado
891,avocado
894,avocado
895,avocado
898,avocado
901,avocado
905,avocado
907,avocado
909,avocado
916,avocado
917,avocado
919,avocado
921,avocado
923,avocado
924,avocado
926,avocado
928,avocado
936,avocado
937,avocado
939,avocado
940,avocado
942,avocado
943,avocado
944,avocado
945,avocado
950,avocado
962,avocado
967,avocado
973,avocado
975,avocado
977,avocado
978,avocado
979,avocado
992,avocado
994,avocado
996,avocado
1,baguette
7,baguette
8,baguette
10,baguette
11,baguette
13,baguette
16,baguette
18,baguette
20,baguette
21,baguette
24,baguette
26,baguette
32,baguette
34,baguette
35,baguette
38,baguette
41,baguette
46,baguette
47,baguette
51,baguette
52,baguette
53,baguette
54,baguette
55,baguette
57,baguette
60,baguette
63,baguette
64,baguette
65,baguette
66,baguette
70,baguette
73,baguette
74,baguette
78,baguette
81,baguette
85,baguette
90,baguette
91,baguette
92,baguette
99,baguette
100,baguette
103,baguette
105,baguette
106,baguette
108,baguette
110,baguette
112,baguette
120,baguette
121,baguette
122,baguette
124,baguette
131,baguette
134,baguette
136,baguette
140,baguette
144,baguette
152,baguette
154,baguette
156,baguette
161,baguette
162,baguette
163,baguette
172,baguette
173,baguette
175,baguette
179,baguette
182,baguette
185,baguette
187,baguette
193,baguette
201,baguette
203,baguette
207,baguette
210,baguette
212,baguette
213,baguette
214,baguette
215,baguette
217,baguette
227,baguette
228,baguette
232,baguette
235,baguette
237,baguette
239,baguette
240,baguette
241,baguette
246,baguette
248,baguette
253,baguette
258,baguette
260,baguette
262,baguette
264,baguette
267,baguette
270,baguette
274,baguette
275,baguette
281,baguette
286,baguette
288,baguette
289,baguette
290,baguette
292,baguette
293,baguette
294,baguette
296,baguette
299,baguette
301,baguette
302,baguette
309,baguette
311,baguette
312,baguette
317,baguette
319,baguette
321,baguette
323,baguette
332,baguette
333,baguette
336,baguette
338,baguette
344,baguette
345,baguette
347,baguette
350,baguette
352,baguette
355,baguette
356,baguette
358,baguette
360,baguette
362,baguette
363,baguette
366,baguette
369,baguette
370,baguette
371,baguette
374,baguette
377,baguette
379,baguette
381,baguette
384,baguette
386,baguette
390,baguette
391,baguette
392,baguette
393,baguette
394,baguette
396,baguette
397,baguette
404,baguette
406,baguette
408,baguette
410,baguette
411,baguette
412,baguette
413,baguette
420,baguette
421,baguette
423,baguette
426,baguette
427,baguette
433,baguette
434,baguette
438,baguette
441,baguette
442,baguette
443,baguette
445,baguette
446,baguette
449,baguette
450,baguette
452,baguette
456,baguette
460,baguette
462,baguette
463,baguette
464,baguette
467,baguette
468,baguette
470,baguette
472,baguette
476,baguette
478,baguette
483,baguette
485,baguette
486,baguette
488,baguette
497,baguette
503,baguette
504,baguette
506,baguette
507,baguette
508,baguette
511,baguette
515,baguette
516,baguette
520,baguette
524,baguette
527,baguette
528,baguette
529,baguette
530,baguette
534,baguette
540,baguette
542,baguette
544,baguette
551,baguette
552,baguette
553,baguette
559,baguette
563,baguette
564,baguette
565,baguette
566,baguette
567,baguette
568,baguette
570,baguette
573,baguette
575,baguette
576,baguette
582,baguette
583,baguette
585,baguette
586,baguette
587,baguette
588,baguette
589,baguette
595,baguette
597,baguette
598,baguette
599,baguette
604,baguette
612,baguette
613,baguette
623,baguette
627,baguette
628,baguette
629,baguette
630,baguette
634,baguette
635,baguette
636,baguette
637,baguette
638,baguette
641,baguette
643,baguette
644,baguette
646,baguette
648,baguette
651,baguette
655,baguette
657,baguette
663,baguette
665,baguette
666,baguette
667,baguette
668,baguette
673,baguette
674,baguette
685,baguette
686,baguette
688,baguette
690,baguette
692,baguette
693,baguette
694,baguette
698,baguette
700,baguette
702,baguette
705,baguette
708,baguette
711,baguette
717,baguette
720,baguette
721,baguette
722,baguette
723,baguette
727,baguette
728,baguette
729,baguette
730,baguette
732,baguette
735,baguette
738,baguette
741,baguette
743,baguette
746,baguette
748,baguette
749,baguette
751,baguette
754,baguette
766,baguette
767,baguette
768,baguette
769,baguette
771,baguette
775,baguette
778,baguette
780,baguette
781,baguette
783,baguette
784,baguette
790,baguette
794,baguette
795,baguette
798,baguette
799,baguette
801,baguette
804,baguette
805,baguette
806,baguette
810,baguette
812,baguette
814,baguette
815,baguette
817,baguette
819,baguette
820,baguette
822,baguette
823,baguette
824,baguette
825,baguette
827,baguette
829,baguette
831,baguette
833,baguette
836,baguette
837,baguette
838,baguette
840,baguette
841,baguette
845,baguette
847,baguette
848,baguette
849,baguette
853,baguette
856,baguette
860,baguette
861,baguette
868,baguette
875,baguette
883,baguette
885,baguette
890,baguette
891,baguette
894,baguette
895,baguette
897,baguette
899,baguette
901,baguette
902,baguette
907,baguette
909,baguette
914,baguette
915,baguette
917,baguette
918,baguette
919,baguette
924,baguette
926,baguette
927,baguette
928,baguette
936,baguette
937,baguette
938,baguette
939,baguette
940,baguette
941,baguette
943,baguette
945,baguette
947,baguette
950,baguette
951,baguette
952,baguette
953,baguette
962,baguette
966,baguette
967,baguette
969,baguette
970,baguette
972,baguette
973,baguette
974,baguette
979,baguette
980,baguette
982,baguette
986,baguette
987,baguette
994,baguette
995,baguette
997,baguette
998,baguette
9,bordeaux
33,bordeaux
34,bordeaux
50,bordeaux
64,bordeaux
91,bordeaux
111,bordeaux
141,bordeaux
143,bordeaux
148,bordeaux
165,bordeaux
187,bordeaux
193,bordeaux
194,bordeaux
198,bordeaux
219,bordeaux
236,bordeaux
251,bordeaux
254,bordeaux
258,bordeaux
283,bordeaux
285,bordeaux
297,bordeaux
305,bordeaux
321,bordeaux
328,bordeaux
335,bordeaux
366,bordeaux
371,bordeaux
379,bordeaux
381,bordeaux
397,bordeaux
398,bordeaux
403,bordeaux
425,bordeaux
447,bordeaux
454,bordeaux
476,bordeaux
490,bordeaux
526,bordeaux
557,bordeaux
560,bordeaux
561,bordeaux
577,bordeaux
579,bordeaux
584,bordeaux
605,bordeaux
626,bordeaux
633,bordeaux
641,bordeaux
659,bordeaux
667,bordeaux
684,bordeaux
697,bordeaux
708,bordeaux
734,bordeaux
735,bordeaux
744,bordeaux
745,bordeaux
770,bordeaux
778,bordeaux
788,bordeaux
791,bordeaux
795,bordeaux
831,bordeaux
838,bordeaux
850,bordeaux
859,bordeaux
869,bordeaux
877,bordeaux
883,bordeaux
917,bordeaux
931,bordeaux
948,bordeaux
0,bourbon
3,bourbon
6,bourbon
7,bourbon
8,bourbon
9,bourbon
15,bourbon
18,bourbon
19,bourbon
21,bourbon
22,bourbon
23,bourbon
26,bourbon
27,bourbon
28,bourbon
29,bourbon
30,bourbon
31,bourbon
33,bourbon
37,bourbon
40,bourbon
43,bourbon
44,bourbon
45,bourbon
48,bourbon
50,bourbon
58,bourbon
59,bourbon
66,bourbon
68,bourbon
69,bourbon
70,bourbon
70,bourbon
75,bourbon
77,bourbon
79,bourbon
82,bourbon
93,bourbon
94,bourbon
97,bourbon
98,bourbon
102,bourbon
102,bourbon
106,bourbon
109,bourbon
114,bourbon
115,bourbon
116,bourbon
118,bourbon
122,bourbon
123,bourbon
125,bourbon
127,bourbon
128,bourbon
129,bourbon
133,bourbon
136,bourbon
141,bourbon
144,bourbon
147,bourbon
148,bourbon
151,bourbon
153,bourbon
155,bourbon
156,bourbon
158,bourbon
162,bourbon
164,bourbon
167,bourbon
169,bourbon
171,bourbon
173,bourbon
174,bourbon
175,bourbon
178,bourbon
180,bourbon
181,bourbon
183,bourbon
188,bourbon
190,bourbon
191,bourbon
192,bourbon
194,bourbon
197,bourbon
199,bourbon
200,bourbon
206,bourbon
209,bourbon
215,bourbon
221,bourbon
222,bourbon
224,bourbon
226,bourbon
227,bourbon
229,bourbon
231,bourbon
237,bourbon
238,bourbon
239,bourbon
241,bourbon
241,bourbon
242,bourbon
245,bourbon
246,bourbon
247,bourbon
250,bourbon
254,bourbon
257,bourbon
259,bourbon
260,bourbon
263,bourbon
264,bourbon
265,bourbon
266,bourbon
268,bourbon
269,bourbon
272,bourbon
274,bourbon
276,bourbon
278,bourbon
284,bourbon
286,bourbon
291,bourbon
295,bourbon
296,bourbon
302,bourbon
303,bourbon
308,bourbon
316,bourbon
317,bourbon
320,bourbon
324,bourbon
326,bourbon
327,bourbon
328,bourbon
331,bourbon
334,bourbon
335,bourbon
338,bourbon
341,bourbon
342,bourbon
346,bourbon
348,bourbon
349,bourbon
351,bourbon
353,bourbon
354,bourbon
355,bourbon
355,bourbon
359,bourbon
362,bourbon
364,bourbon
365,bourbon
369,bourbon
371,bourbon
373,bourbon
377,bourbon
382,bourbon
383,bourbon
391,bourbon
394,bourbon
396,bourbon
399,bourbon
400,bourbon
401,bourbon
402,bourbon
405,bourbon
407,bourbon
409,bourbon
414,bourbon
418,bourbon
419,bourbon
422,bourbon
432,bourbon
435,bourbon
436,bourbon
437,bourbon
441,bourbon
442,bourbon
444,bourbon
445,bourbon
449,bourbon
451,bourbon
454,bourbon
458,bourbon
459,bourbon
460,bourbon
466,bourbon
467,bourbon
469,bourbon
471,bourbon
473,bourbon
474,bourbon
475,bourbon
480,bourbon
485,bourbon
491,bourbon
494,bourbon
495,bourbon
496,bourbon
